,Id,Overall Qual,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Full Bath,Garage Yr Blt,TotRms AbvGrd,Fireplaces,BsmtFin SF 1,Mas Vnr Area,Lot Frontage,Open Porch SF,Wood Deck SF,Lot Area,Bsmt Full Bath,Half Bath,2nd Flr SF,Kitchen AbvGr,Enclosed Porch,Bsmt Unf SF,Bedroom AbvGr,Screen Porch,3Ssn Porch,Mo Sold,Pool Area,BsmtFin SF 2,Kitchen Qual,Exter Cond,Exter Qual,SalePrice
50,2511,6.0,1524.0,440.0,2.0,756.0,768.0,2000.0,2000.0,2.0,2000.0,4.0,0.0,353.0,513.0,69.05520046484602,32.0,0,2998,0.0,1,756,1,0,403.0,2,0,0,6,0,0.0,2,1,2,166000
51,912,4.0,1981.0,576.0,2.0,1122.0,1328.0,1928.0,1950.0,2.0,1981.0,7.0,2.0,622.0,0.0,65.0,44.0,431,7804,1.0,0,653,1,0,500.0,4,0,0,12,0,0.0,2,1,1,135000
52,2351,7.0,2784.0,564.0,2.0,1392.0,1392.0,1978.0,1978.0,3.0,1978.0,12.0,2.0,790.0,184.0,80.0,112.0,0,16692,1.0,1,1392,1,0,133.0,5,440,0,7,519,469.0,2,1,1,250000
53,330,4.0,1092.0,0.0,0.0,546.0,546.0,1970.0,1970.0,1.0,1978.7077955601446,5.0,0.0,176.0,0.0,21.0,26.0,200,1476,0.0,1,546,1,0,370.0,3,0,0,3,0,0.0,1,1,1,76000
54,2586,6.0,1575.0,400.0,2.0,216.0,1575.0,1951.0,1951.0,1.0,1951.0,5.0,1.0,0.0,522.0,75.0,0.0,0,10170,0.0,1,0,1,0,216.0,2,0,0,6,0,0.0,2,1,1,155000
55,224,6.0,1352.0,299.0,1.0,663.0,663.0,1969.0,1969.0,1.0,1969.0,7.0,0.0,371.0,143.0,80.0,36.0,379,9364,0.0,1,689,1,0,292.0,4,0,0,3,0,0.0,1,1,1,158000
56,98,7.0,1200.0,480.0,2.0,600.0,600.0,2004.0,2005.0,2.0,2004.0,4.0,0.0,368.0,0.0,24.0,172.0,0,2544,1.0,1,600,1,0,190.0,2,0,0,2,0,42.0,2,1,2,149500
57,2565,5.0,936.0,240.0,1.0,936.0,936.0,1954.0,1975.0,1.0,1954.0,5.0,0.0,486.0,0.0,82.0,0.0,0,9888,0.0,0,0,1,160,450.0,2,0,0,3,0,0.0,1,2,1,121000
58,1934,6.0,1040.0,293.0,1.0,1040.0,1040.0,1953.0,1953.0,1.0,1953.0,6.0,0.0,85.0,0.0,68.0,0.0,0,7942,0.0,0,0,1,0,0.0,3,0,0,6,0,955.0,1,1,1,136000
59,997,6.0,1636.0,386.0,2.0,916.0,916.0,1996.0,1996.0,2.0,1996.0,7.0,1.0,138.0,0.0,69.05520046484602,84.0,168,15038,0.0,1,720,1,0,778.0,3,0,0,11,0,0.0,1,1,1,173000
60,64,8.0,2270.0,671.0,3.0,1152.0,1164.0,1999.0,2007.0,2.0,1999.0,9.0,1.0,524.0,348.0,92.0,57.0,132,11764,0.0,1,1106,1,0,628.0,4,0,0,4,0,0.0,2,1,2,290000
61,1799,8.0,2610.0,550.0,2.0,1184.0,1184.0,2007.0,2007.0,2.0,2007.0,11.0,1.0,64.0,0.0,75.0,364.0,208,9000,0.0,1,1426,1,0,1120.0,4,0,0,8,0,0.0,4,1,2,303477
62,230,7.0,1483.0,690.0,2.0,1420.0,1483.0,1977.0,2001.0,1.0,1977.0,4.0,2.0,1092.0,0.0,69.05520046484602,0.0,496,20062,1.0,1,0,1,0,328.0,1,0,0,4,0,0.0,1,2,2,270000
63,1295,5.0,1740.0,225.0,1.0,936.0,960.0,1920.0,1950.0,1.0,1920.0,6.0,1.0,360.0,0.0,81.0,0.0,0,7308,0.0,0,780,1,236,576.0,2,0,0,6,0,0.0,4,3,3,122250
64,638,5.0,1382.0,350.0,1.0,1382.0,1382.0,1955.0,1955.0,1.0,1955.0,6.0,0.0,172.0,0.0,70.0,0.0,280,8750,0.0,0,0,1,0,727.0,3,0,0,7,0,483.0,2,1,1,153000
65,2278,5.0,1120.0,0.0,0.0,1120.0,1120.0,2007.0,2007.0,1.0,1978.7077955601446,6.0,0.0,206.0,0.0,70.0,30.0,0,8402,0.0,0,0,1,0,914.0,3,0,0,12,0,0.0,1,1,1,147000
66,2202,7.0,1098.0,216.0,1.0,531.0,567.0,1930.0,1995.0,1.0,1930.0,5.0,1.0,246.0,0.0,63.0,0.0,0,4000,1.0,0,531,1,0,285.0,2,0,0,6,0,0.0,1,1,1,148500
67,2833,7.0,1708.0,380.0,2.0,976.0,976.0,2004.0,2004.0,2.0,2004.0,7.0,0.0,0.0,117.0,32.0,40.0,0,3363,0.0,0,732,1,0,976.0,3,0,0,4,0,0.0,2,1,2,130000
68,1707,9.0,1802.0,843.0,3.0,1802.0,1802.0,2006.0,2006.0,2.0,2006.0,7.0,1.0,0.0,510.0,94.0,105.0,158,13615,0.0,1,0,1,0,1802.0,3,0,0,6,0,0.0,4,1,4,372000
69,2428,7.0,1506.0,440.0,2.0,1362.0,1506.0,2005.0,2005.0,2.0,2005.0,6.0,1.0,16.0,145.0,43.0,20.0,142,3013,0.0,0,0,1,0,1346.0,2,0,0,4,0,0.0,2,1,2,213490
70,242,7.0,1508.0,572.0,2.0,1508.0,1508.0,2009.0,2010.0,1.0,2009.0,5.0,2.0,1346.0,96.0,44.0,0.0,0,17485,1.0,0,0,1,0,162.0,1,0,0,1,0,0.0,2,1,2,308030
71,1564,7.0,2032.0,786.0,3.0,1840.0,2032.0,1996.0,1997.0,3.0,1996.0,7.0,0.0,700.0,668.0,69.05520046484602,46.0,0,23730,1.0,0,0,1,192,1140.0,3,0,0,9,0,0.0,2,1,2,300000
72,2613,6.0,1194.0,539.0,2.0,655.0,1194.0,1959.0,1959.0,1.0,1954.0,6.0,1.0,655.0,0.0,79.0,0.0,0,8910,0.0,0,0,1,192,0.0,3,0,0,7,0,0.0,1,1,1,159500
73,2832,7.0,1709.0,380.0,2.0,970.0,970.0,2004.0,2004.0,2.0,2004.0,7.0,0.0,0.0,50.0,24.0,40.0,0,2522,0.0,0,739,1,0,970.0,3,0,0,4,0,0.0,2,1,2,137500
74,2459,7.0,1616.0,834.0,3.0,1616.0,1616.0,2005.0,2005.0,2.0,2005.0,7.0,0.0,0.0,228.0,73.0,59.0,208,8688,0.0,0,0,1,0,1616.0,3,0,0,4,0,0.0,2,1,2,232000
75,1360,6.0,768.0,440.0,2.0,768.0,768.0,1930.0,1950.0,1.0,1930.0,4.0,0.0,0.0,0.0,69.05520046484602,0.0,0,6291,0.0,0,0,1,84,768.0,1,0,0,7,0,0.0,1,2,2,93850
76,2723,5.0,872.0,322.0,1.0,872.0,872.0,1924.0,1950.0,1.0,1924.0,5.0,1.0,0.0,65.0,69.05520046484602,0.0,0,17529,0.0,0,0,1,116,872.0,2,0,0,4,0,0.0,3,1,1,105000
77,1350,4.0,520.0,240.0,1.0,520.0,520.0,1927.0,1950.0,1.0,1920.0,4.0,0.0,0.0,0.0,60.0,0.0,49,6324,0.0,0,0,1,87,520.0,1,0,0,5,0,0.0,3,1,1,68500
78,136,5.0,2274.0,480.0,2.0,1105.0,1105.0,1960.0,1960.0,2.0,1960.0,12.0,0.0,443.0,361.0,80.0,0.0,0,11600,0.0,0,1169,2,0,662.0,5,0,0,1,0,0.0,1,1,1,154300
79,2235,5.0,1601.0,0.0,0.0,936.0,936.0,1925.0,2003.0,2.0,1978.7077955601446,6.0,0.0,0.0,0.0,50.0,0.0,0,7288,0.0,0,665,1,0,936.0,3,0,176,9,0,0.0,1,2,2,129850
80,1993,5.0,1232.0,480.0,2.0,616.0,616.0,1910.0,1950.0,1.0,1920.0,6.0,0.0,168.0,0.0,35.0,0.0,280,4571,0.0,0,616,1,143,448.0,3,0,0,6,0,0.0,1,1,1,114000
81,367,9.0,2234.0,1166.0,3.0,2216.0,2234.0,2008.0,2009.0,2.0,2009.0,9.0,1.0,1904.0,748.0,63.0,60.0,0,17423,1.0,0,0,1,0,312.0,1,0,0,7,0,0.0,4,1,4,501837
82,1309,5.0,1416.0,720.0,3.0,876.0,876.0,1915.0,1950.0,1.0,1949.0,7.0,1.0,0.0,0.0,100.0,0.0,418,12665,0.0,1,540,1,194,876.0,4,0,0,6,0,0.0,1,1,1,153900
83,402,4.0,864.0,576.0,2.0,864.0,864.0,1971.0,2006.0,1.0,1986.0,5.0,0.0,240.0,0.0,60.0,0.0,200,9000,0.0,0,0,1,0,624.0,3,0,0,7,0,0.0,1,2,1,130000
84,1592,6.0,1189.0,392.0,2.0,1189.0,1189.0,1997.0,1997.0,2.0,1997.0,4.0,0.0,864.0,197.0,32.0,122.0,0,4500,1.0,0,0,1,0,325.0,2,0,0,4,0,0.0,1,1,1,160500
85,2409,9.0,1666.0,575.0,2.0,1666.0,1666.0,2006.0,2006.0,2.0,2006.0,6.0,1.0,415.0,572.0,48.0,75.0,228,6373,1.0,0,0,1,0,1251.0,2,0,0,6,0,0.0,2,1,4,310090
86,539,7.0,1200.0,555.0,2.0,1176.0,1200.0,2003.0,2003.0,2.0,2003.0,5.0,0.0,833.0,99.69590931493346,67.0,41.0,0,10083,1.0,0,0,1,0,343.0,2,0,0,8,0,0.0,2,1,2,184900
87,1940,5.0,928.0,252.0,1.0,928.0,928.0,1956.0,2000.0,1.0,1956.0,4.0,0.0,377.0,0.0,70.0,0.0,261,13300,0.0,0,0,1,156,551.0,2,0,0,6,0,0.0,1,1,1,132000
88,588,5.0,1336.0,502.0,2.0,1288.0,1336.0,1969.0,1969.0,2.0,1969.0,6.0,1.0,553.0,128.0,80.0,11.0,312,9600,0.0,0,0,1,0,588.0,3,0,0,8,0,147.0,1,1,1,163000
89,96,7.0,1200.0,480.0,2.0,600.0,600.0,2004.0,2004.0,2.0,2004.0,4.0,0.0,280.0,120.0,30.0,172.0,0,3215,0.0,1,600,1,0,320.0,2,0,0,4,0,0.0,2,1,2,155000
90,1187,6.0,1427.0,516.0,2.0,1427.0,1427.0,1969.0,1969.0,2.0,1969.0,7.0,0.0,828.0,0.0,69.05520046484602,0.0,0,11104,0.0,0,0,1,0,599.0,4,216,0,5,0,0.0,1,1,1,183000
91,2154,7.0,1992.0,608.0,2.0,860.0,1212.0,1996.0,2002.0,2.0,1996.0,7.0,2.0,762.0,254.0,69.05520046484602,32.0,225,15295,1.0,1,780,1,0,98.0,3,0,0,6,0,0.0,2,1,2,211000
92,550,7.0,1540.0,495.0,2.0,754.0,754.0,1994.0,1994.0,2.0,1994.0,6.0,0.0,36.0,0.0,70.0,32.0,140,9109,1.0,1,786,1,0,122.0,3,0,0,10,0,596.0,2,1,2,184000
93,811,5.0,1535.0,400.0,2.0,0.0,1535.0,1979.0,1979.0,2.0,1979.0,8.0,0.0,0.0,0.0,64.0,0.0,0,7018,0.0,0,0,2,0,0.0,4,0,0,6,0,0.0,1,1,1,118858
94,124,5.0,1152.0,484.0,2.0,1152.0,1152.0,1964.0,1964.0,1.0,1964.0,6.0,1.0,1014.0,86.0,69.05520046484602,0.0,227,14112,1.0,0,0,1,0,138.0,3,0,0,4,0,0.0,1,1,1,180500
95,1836,8.0,1151.0,484.0,2.0,1141.0,1151.0,2006.0,2007.0,2.0,2006.0,5.0,0.0,60.0,30.0,80.0,60.0,0,3523,1.0,0,0,1,0,1081.0,2,0,0,2,0,0.0,2,1,2,166000
96,779,6.0,1138.0,480.0,2.0,1138.0,1138.0,1960.0,1960.0,1.0,1960.0,6.0,1.0,588.0,54.0,88.0,0.0,0,15312,0.0,0,0,1,0,550.0,3,140,0,3,0,0.0,1,1,1,148000
97,1886,5.0,1074.0,396.0,2.0,894.0,1074.0,1956.0,1956.0,1.0,1966.0,6.0,1.0,438.0,0.0,74.0,72.0,0,7450,0.0,0,0,1,0,250.0,2,0,0,1,0,206.0,2,1,1,124000
98,1724,9.0,1561.0,556.0,2.0,1561.0,1561.0,2005.0,2005.0,2.0,2005.0,6.0,1.0,1153.0,246.0,60.0,47.0,203,7313,1.0,0,0,1,0,408.0,2,0,0,8,0,0.0,4,1,4,277500
99,2450,8.0,2726.0,725.0,3.0,1342.0,1358.0,1995.0,1995.0,2.0,1995.0,9.0,1.0,527.0,397.0,83.0,169.0,307,10019,0.0,1,1368,1,168,815.0,4,0,0,6,0,0.0,2,1,2,350000
100,1013,9.0,1884.0,670.0,3.0,1884.0,1884.0,2004.0,2004.0,2.0,2004.0,7.0,1.0,1337.0,296.0,53.0,76.0,214,15401,1.0,0,0,1,0,547.0,2,0,0,9,0,0.0,4,1,4,387000
101,2084,4.0,605.0,0.0,0.0,528.0,605.0,1920.0,2002.0,1.0,1978.7077955601446,5.0,0.0,348.0,0.0,58.0,0.0,0,9098,1.0,0,0,1,144,180.0,2,0,0,7,0,0.0,1,1,1,86000
102,1184,8.0,1671.0,550.0,2.0,1426.0,1671.0,1976.0,2007.0,3.0,1976.0,6.0,1.0,1044.0,0.0,103.0,90.0,280,16280,1.0,0,0,1,0,0.0,3,0,0,5,0,382.0,4,4,4,290000
103,728,3.0,797.0,0.0,0.0,245.0,797.0,1900.0,1950.0,1.0,1978.7077955601446,5.0,0.0,0.0,0.0,72.0,36.0,0,9392,0.0,0,0,1,94,245.0,2,0,0,9,0,0.0,1,3,1,44000
104,950,6.0,1961.0,560.0,2.0,804.0,804.0,2001.0,2002.0,2.0,2001.0,7.0,1.0,690.0,0.0,71.0,192.0,125,12209,1.0,1,1157,1,0,114.0,3,0,0,6,0,0.0,2,1,1,215000
105,2524,5.0,1193.0,501.0,2.0,1153.0,1193.0,1972.0,1972.0,2.0,1972.0,6.0,0.0,962.0,144.0,79.0,153.0,140,13110,1.0,0,0,1,0,191.0,2,0,0,7,0,0.0,1,1,1,146500
106,2513,7.0,1382.0,490.0,2.0,673.0,673.0,2000.0,2000.0,2.0,2000.0,6.0,0.0,641.0,0.0,69.05520046484602,50.0,153,2651,1.0,1,709,1,0,32.0,3,0,0,4,0,0.0,2,1,2,165000
107,2028,6.0,2526.0,216.0,1.0,714.0,1664.0,1916.0,1950.0,2.0,1916.0,10.0,1.0,168.0,0.0,60.0,15.0,88,8520,0.0,0,862,1,0,0.0,5,0,0,8,0,546.0,2,2,1,136000
108,2309,6.0,1390.0,550.0,2.0,1705.0,1390.0,1957.0,1957.0,1.0,1957.0,4.0,2.0,1110.0,902.0,69.05520046484602,189.0,0,39384,1.0,1,0,1,0,595.0,1,0,0,10,0,0.0,4,1,1,252000
109,51,7.0,1626.0,474.0,2.0,764.0,764.0,2003.0,2003.0,2.0,2003.0,6.0,0.0,0.0,106.0,36.0,27.0,0,2628,0.0,1,862,1,0,764.0,2,0,0,6,0,0.0,2,1,2,175500
110,699,5.0,1558.0,400.0,2.0,690.0,868.0,1939.0,1950.0,1.0,1939.0,7.0,1.0,421.0,0.0,57.0,36.0,0,6406,0.0,1,690,1,0,269.0,3,182,0,10,0,0.0,1,1,1,150000
111,1881,5.0,1422.0,286.0,1.0,978.0,1422.0,1960.0,1978.0,1.0,1960.0,6.0,1.0,0.0,0.0,69.05520046484602,0.0,0,12342,0.0,0,0,1,36,978.0,3,0,0,8,0,0.0,1,1,1,139900
