,Id,Overall Qual,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Full Bath,Garage Yr Blt,TotRms AbvGrd,Fireplaces,BsmtFin SF 1,Mas Vnr Area,Lot Frontage,Open Porch SF,Wood Deck SF,Lot Area,Bsmt Full Bath,Half Bath,2nd Flr SF,Kitchen AbvGr,Enclosed Porch,Bsmt Unf SF,Bedroom AbvGr,Screen Porch,3Ssn Porch,Mo Sold,Pool Area,BsmtFin SF 2,Kitchen Qual,Exter Cond,Exter Qual,SalePrice
10,2482,6,1217,484,2,1217,1217,1991,1991,2,1991.0,5,0,278,0.0,50.0,64,0,7175,0,0,0,1,0,939,2,0,0,6,0,0,2,1,2,181469.70160897123
11,1364,6,1040,320,2,1040,1040,1925,1992,1,1993.0,5,0,0,0.0,60.0,132,0,7200,0,0,0,1,0,1040,2,0,0,7,0,0,1,1,1,181469.70160897123
12,2584,6,1375,451,2,1367,1375,1954,1954,1,1954.0,5,1,0,0.0,75.0,30,0,11310,0,0,0,1,0,1367,2,0,0,6,0,0,1,1,1,181469.70160897123
13,818,7,2787,820,4,1168,1168,2000,2000,4,2000.0,8,2,820,23.0,69.54596100278552,0,312,7976,2,2,1619,2,0,348,6,0,0,10,0,0,1,1,1,181469.70160897123
14,2673,6,1827,240,1,848,1017,1924,1996,1,1943.0,9,1,0,0.0,69.0,36,27,11737,0,0,810,1,42,848,2,0,0,5,0,0,1,1,1,181469.70160897123
15,2089,5,1340,252,1,0,1340,1957,2006,1,1957.0,7,1,0,98.0,60.0,0,116,9060,0,0,0,1,0,0,3,0,180,6,0,0,1,1,1,181469.70160897123
16,1297,6,1436,828,2,884,884,1940,1950,2,1940.0,8,2,590,0.0,60.0,0,0,10800,0,0,552,2,126,294,3,0,0,5,0,0,1,1,1,181469.70160897123
17,790,5,1073,340,1,1073,1073,1956,1956,1,1956.0,5,0,257,0.0,68.0,0,0,9571,1,0,0,1,0,816,2,0,0,2,0,0,1,1,1,181469.70160897123
18,2616,6,1773,418,2,1313,1773,1961,1992,2,1961.0,6,2,913,104.0,80.0,98,355,10800,1,0,0,1,0,400,3,144,0,8,0,0,1,1,1,181469.70160897123
19,720,8,1742,424,2,916,916,1882,1986,1,1925.0,8,1,216,0.0,121.0,169,0,17671,0,1,826,1,0,700,4,0,0,11,0,0,2,2,2,181469.70160897123
20,222,5,1060,270,1,1060,1060,1968,2001,1,1968.0,6,1,188,0.0,69.54596100278552,90,406,8246,1,0,0,1,0,204,3,0,0,5,0,668,2,2,1,181469.70160897123
21,557,5,864,732,2,864,864,1961,1961,1,1982.0,5,0,660,0.0,69.54596100278552,312,0,8499,1,0,0,1,0,204,3,0,0,6,0,0,1,1,1,181469.70160897123
22,1148,6,1617,533,2,1604,1617,1993,1994,2,1993.0,5,1,165,0.0,50.0,69,0,8012,1,0,0,1,0,598,2,0,0,7,0,841,2,1,2,181469.70160897123
23,2766,6,988,540,2,938,988,1969,1969,1,1969.0,4,2,938,0.0,69.54596100278552,130,0,21453,1,0,0,1,0,0,1,0,130,10,0,0,1,1,1,181469.70160897123
24,534,7,1218,576,2,1218,1218,2007,2007,1,2007.0,6,0,0,0.0,80.0,178,0,9605,0,1,0,1,0,1218,3,0,0,4,0,0,2,1,2,181469.70160897123
25,1452,5,864,352,1,864,864,1972,1972,1,1989.0,5,0,390,0.0,60.0,0,0,7180,0,0,0,1,0,474,3,0,0,5,0,0,1,1,1,181469.70160897123
26,630,4,1738,368,1,715,1281,1920,2007,2,1920.0,7,1,0,0.0,69.54596100278552,0,55,12513,0,0,457,1,0,715,4,0,0,6,0,0,1,2,1,181469.70160897123
27,2648,5,1750,240,1,636,1089,1880,1991,1,1937.0,8,0,0,0.0,50.0,0,0,9000,0,0,661,1,293,636,3,0,0,6,0,0,4,1,1,181469.70160897123
28,125,6,1054,480,2,936,1054,1963,1963,1,1963.0,6,0,763,156.0,80.0,0,120,8800,1,0,0,1,0,173,3,0,0,5,0,0,2,2,1,181469.70160897123
29,1904,3,670,0,0,370,442,1945,1950,1,1976.7599039615845,4,0,144,0.0,51.0,21,0,3500,1,0,228,1,0,226,2,0,0,7,0,0,3,1,1,181469.70160897123
30,1670,4,858,684,1,858,858,1971,1971,1,1979.0,4,0,322,0.0,69.54596100278552,0,0,7340,0,0,0,1,0,536,2,0,0,6,0,0,1,1,1,181469.70160897123
31,756,4,1208,539,2,780,848,1925,1950,1,1962.0,5,0,152,0.0,52.0,23,0,6240,0,0,0,1,112,628,2,0,0,1,0,0,1,1,1,181469.70160897123
32,717,7,2640,864,4,1240,1320,1880,2003,1,1950.0,8,1,0,0.0,65.0,0,181,11700,0,1,1320,1,386,1240,4,0,0,5,0,0,2,1,2,181469.70160897123
33,1032,5,1178,439,2,1176,1178,1973,2000,1,1973.0,5,1,1084,0.0,80.0,0,224,10000,0,1,0,1,0,92,3,0,0,11,0,0,2,1,1,181469.70160897123
34,852,7,1492,608,2,1492,1492,2001,2001,2,2001.0,6,1,24,180.0,75.0,114,0,11166,0,0,0,1,0,1468,3,168,0,7,0,0,2,1,2,181469.70160897123
35,1731,7,1458,454,2,608,608,2006,2007,2,2007.0,6,0,0,44.0,58.0,33,100,13204,0,0,850,1,0,608,3,0,0,5,0,0,2,1,1,181469.70160897123
36,2639,4,1657,162,1,1147,1147,1920,1980,1,1920.0,9,1,284,0.0,60.0,0,0,5520,0,0,510,1,0,863,4,0,0,7,0,0,3,1,1,181469.70160897123
37,2071,4,998,460,2,0,998,1945,1950,1,1952.0,5,0,0,0.0,69.54596100278552,0,0,9000,0,0,0,1,140,0,3,0,0,5,0,0,1,1,3,181469.70160897123
38,1267,5,910,414,2,105,910,1953,1996,1,1953.0,5,0,0,0.0,74.0,0,196,8892,0,0,0,1,150,105,3,0,0,10,0,0,2,1,2,181469.70160897123
39,1851,7,1358,625,2,1339,1358,1999,2000,2,1999.0,5,0,0,0.0,73.0,174,176,7321,0,0,0,1,0,1339,3,0,0,12,0,0,2,1,2,181469.70160897123
40,567,6,1224,528,2,612,612,2009,2009,2,2009.0,4,0,0,76.0,40.0,234,0,3951,0,1,612,1,0,612,2,0,0,6,0,0,2,1,2,181469.70160897123
41,2439,7,1886,431,2,930,956,1998,1999,2,1998.0,10,1,0,0.0,69.54596100278552,0,89,11214,0,1,930,1,0,930,4,0,0,7,0,0,2,1,2,181469.70160897123
42,1898,5,1327,624,2,1063,1327,1959,2002,1,1974.0,7,0,405,0.0,75.0,0,0,7388,1,0,0,1,0,658,3,0,0,7,0,0,2,1,1,181469.70160897123
43,647,5,1363,288,1,1008,1363,1951,2000,1,1951.0,6,2,650,70.0,75.0,42,324,14559,1,0,0,1,0,178,2,168,0,6,0,180,1,1,2,181469.70160897123
44,2256,7,1501,512,2,1501,1501,1987,1987,2,1987.0,5,2,949,352.0,46.0,0,240,4054,1,0,0,1,0,552,2,0,0,10,0,0,2,1,2,181469.70160897123
45,979,4,1344,0,0,546,798,1970,2008,1,1976.7599039615845,6,1,0,0.0,21.0,0,0,1533,0,1,546,1,0,546,3,0,0,5,0,0,1,1,1,181469.70160897123
46,1444,7,1786,608,2,920,920,2001,2002,2,2001.0,6,1,486,162.0,68.0,42,0,11250,1,1,866,1,0,434,3,0,0,9,0,0,2,1,2,181469.70160897123
47,2485,5,965,300,1,828,965,1965,1965,1,1979.0,6,0,641,0.0,60.0,0,421,7800,1,0,0,1,0,187,3,0,0,7,0,0,1,1,1,181469.70160897123
48,157,5,936,308,1,936,936,1956,2000,1,1956.0,4,0,248,0.0,74.0,0,0,5868,1,0,0,1,80,448,2,160,0,5,0,240,1,1,1,181469.70160897123
49,88,5,1040,308,1,1040,1040,1963,1963,1,1963.0,5,0,824,0.0,75.0,0,0,7500,1,1,0,1,220,216,3,0,0,6,0,0,1,1,1,181469.70160897123
50,2003,5,1248,160,1,912,912,1930,1950,1,1957.0,6,0,324,0.0,52.0,0,0,9439,0,0,336,1,192,588,2,0,0,3,0,0,1,1,1,181469.70160897123
51,186,8,2268,624,2,346,1157,1890,2002,3,2003.0,7,0,0,0.0,50.0,108,0,9000,0,0,1111,1,0,346,3,0,0,4,0,0,2,2,2,181469.70160897123
52,1425,8,1615,864,3,1615,1615,2007,2007,2,2007.0,7,1,0,156.0,65.0,30,168,9345,0,0,0,1,0,1615,3,0,0,5,0,0,2,1,2,181469.70160897123
53,2695,5,1360,297,1,803,803,1938,1995,1,1951.0,6,0,0,0.0,60.0,65,0,7200,0,1,557,1,190,803,2,0,0,7,0,0,2,1,1,181469.70160897123
54,738,5,1142,320,1,468,822,1924,1950,1,1924.0,6,0,220,444.0,60.0,0,0,6000,0,0,320,1,98,248,3,0,0,6,0,0,1,1,1,181469.70160897123
55,395,6,1026,440,2,1026,1026,1969,2005,1,1969.0,5,0,439,0.0,61.0,48,171,7930,1,0,0,1,0,115,3,0,0,7,0,472,2,1,1,181469.70160897123
56,1353,7,1820,240,1,1026,1133,1925,1950,2,1925.0,8,0,329,0.0,60.0,100,0,9120,1,0,687,1,0,697,4,0,0,6,0,0,1,2,1,181469.70160897123
57,1878,5,1344,484,1,1024,1344,1958,1983,1,1970.0,6,1,457,0.0,69.54596100278552,28,316,9503,1,0,0,1,0,193,2,0,0,6,0,374,1,1,1,181469.70160897123
58,390,7,1193,506,2,1176,1193,1975,1975,2,1975.0,5,1,636,0.0,85.0,0,40,11050,0,0,0,1,0,540,3,0,0,8,0,0,1,1,1,181469.70160897123
59,1456,7,1865,839,3,992,992,2000,2000,2,2000.0,7,1,735,0.0,69.54596100278552,184,0,10316,1,1,873,1,0,257,3,0,0,6,0,0,2,1,2,181469.70160897123
60,1103,8,2006,938,3,1982,2006,1998,1998,2,1998.0,5,1,1660,495.0,136.0,33,144,11675,1,0,0,1,0,322,2,0,0,7,0,0,2,1,2,181469.70160897123
61,1387,5,1140,400,2,1300,1140,1920,1950,1,1920.0,6,0,1300,0.0,60.0,0,0,12900,1,0,0,1,190,0,3,0,0,1,0,0,1,1,1,181469.70160897123
62,2070,5,1176,303,1,1158,1176,1958,1998,1,1958.0,6,2,190,340.0,85.0,0,0,13770,1,0,0,1,0,95,3,0,0,10,0,873,1,1,1,181469.70160897123
63,1199,7,1670,464,2,825,845,1971,1971,1,1971.0,7,0,583,0.0,69.54596100278552,0,0,13355,0,1,825,1,0,242,4,0,0,5,0,0,1,1,1,181469.70160897123
64,2479,6,1603,484,2,761,810,1992,1992,2,1992.0,7,0,387,0.0,65.0,124,0,7153,0,1,793,1,0,374,3,0,0,7,0,0,2,2,2,181469.70160897123
65,501,8,2063,815,3,2024,2063,1994,1995,2,1994.0,7,2,236,634.0,69.54596100278552,56,182,10750,1,0,0,1,0,262,3,0,0,6,0,1526,2,1,2,181469.70160897123
66,2362,4,858,0,0,858,858,1971,1971,1,1976.7599039615845,5,0,614,0.0,69.54596100278552,0,0,8125,0,0,0,1,0,244,3,0,0,6,0,0,1,1,1,181469.70160897123
67,1718,6,1302,631,2,1302,1302,2005,2006,1,2005.0,5,1,1030,182.0,34.0,50,110,3903,1,1,0,1,0,272,1,0,0,5,0,0,2,1,2,181469.70160897123
68,2188,3,774,0,0,544,774,1931,2006,1,1976.7599039615845,6,0,544,0.0,70.0,0,0,4270,0,0,0,1,286,0,3,0,0,5,0,0,2,1,1,181469.70160897123
69,1483,6,848,420,2,848,848,2004,2004,1,2004.0,3,1,697,147.0,69.54596100278552,0,149,4426,1,0,0,1,0,151,1,0,0,5,0,0,2,1,2,181469.70160897123
70,2557,4,747,528,2,600,747,1926,1953,1,1953.0,5,0,0,108.0,52.0,0,0,5825,0,0,0,1,32,600,1,0,0,6,0,0,1,2,1,181469.70160897123
71,437,8,2520,640,3,1508,1508,2007,2007,2,2007.0,10,1,1230,20.0,59.0,273,192,23303,1,1,1012,1,0,278,5,0,0,6,0,0,4,1,2,181469.70160897123
72,2224,6,1560,580,2,1560,1560,1960,1960,1,1960.0,6,3,540,423.0,69.54596100278552,75,0,25485,0,1,0,1,584,0,3,0,0,5,0,1020,1,3,1,181469.70160897123
73,1628,7,1472,402,2,384,802,1991,1992,2,1991.0,7,1,0,76.0,69.54596100278552,0,164,10784,0,1,670,1,0,384,3,0,0,5,0,0,2,1,2,181469.70160897123
74,397,5,1050,336,1,1043,1050,1971,1971,1,1971.0,6,0,500,178.0,69.54596100278552,0,0,8510,1,1,0,1,0,543,3,0,0,7,0,0,1,1,1,181469.70160897123
75,587,6,1724,480,2,1680,1724,1967,1976,1,1967.0,7,1,528,359.0,69.54596100278552,0,0,17871,1,1,0,1,0,1152,3,0,0,6,0,0,1,1,1,181469.70160897123
76,971,5,1771,336,2,0,1771,1960,2006,1,1960.0,9,1,0,75.0,100.0,0,0,21750,0,0,0,1,0,0,3,0,0,11,0,0,1,3,1,181469.70160897123
77,2611,6,1207,264,1,1135,1207,1962,1985,1,1962.0,6,0,701,161.0,77.0,240,0,9510,0,1,0,1,0,434,3,0,0,5,0,0,1,1,1,181469.70160897123
78,1887,5,882,294,1,0,882,1959,1959,1,1959.0,5,0,0,0.0,69.54596100278552,0,0,8339,0,0,0,1,0,0,3,0,0,7,0,0,1,1,1,181469.70160897123
79,2399,9,1780,816,3,1780,1780,2004,2005,2,2004.0,7,1,1383,674.0,131.0,68,144,14828,1,0,0,1,0,397,2,0,0,8,0,0,4,1,4,181469.70160897123
80,2148,7,1459,527,2,1459,1459,2002,2002,2,2002.0,6,1,0,100.0,70.0,39,192,8749,0,0,0,1,0,1459,3,0,0,9,0,0,2,1,2,181469.70160897123
81,304,6,1107,625,1,629,727,1921,1975,1,1950.0,5,0,308,0.0,50.0,56,0,9140,0,0,380,1,0,321,2,200,0,4,0,0,1,1,1,181469.70160897123
82,1997,5,1358,336,1,687,687,1930,2005,1,2004.0,6,1,316,0.0,60.0,32,0,3600,0,1,671,1,0,371,3,0,0,7,0,0,2,2,1,181469.70160897123
83,2817,4,1436,528,2,676,760,1910,2000,2,1950.0,6,0,173,0.0,67.0,0,147,8777,1,0,676,1,0,166,3,0,0,10,0,337,1,2,1,181469.70160897123
84,1431,6,1688,603,2,616,616,1997,1997,2,1997.0,8,0,462,0.0,79.0,114,403,12798,1,1,1072,1,185,154,4,0,0,5,0,0,2,1,1,181469.70160897123
85,427,8,2042,1390,3,2042,2042,2008,2009,2,2009.0,8,1,0,306.0,98.0,90,0,12704,0,1,0,1,0,2042,3,0,0,8,0,0,4,1,4,181469.70160897123
86,263,5,876,484,2,876,876,1972,1972,1,1977.0,5,0,480,0.0,68.0,0,0,7480,1,0,0,1,0,396,3,0,0,6,0,0,1,1,1,181469.70160897123
87,598,6,1320,495,2,1232,1320,1971,1971,2,1971.0,5,1,962,509.0,69.54596100278552,20,0,16500,0,0,0,1,0,270,3,0,0,5,0,0,1,1,1,181469.70160897123
88,2895,8,1707,511,2,1686,1707,1981,1981,2,1981.0,6,1,0,653.0,69.54596100278552,64,574,16669,0,1,0,1,0,1686,2,0,0,1,0,0,1,1,2,181469.70160897123
89,687,6,1495,576,2,864,1064,1948,1994,1,1994.0,6,0,120,0.0,60.0,36,180,8064,0,0,0,1,0,744,3,0,0,8,0,0,1,1,1,181469.70160897123
90,1822,5,999,264,1,999,999,1962,2001,1,1963.0,6,0,588,0.0,69.54596100278552,132,0,7758,1,0,0,1,0,411,3,0,0,3,0,0,2,2,1,181469.70160897123
91,2191,4,1346,384,1,560,796,1910,2000,1,1950.0,6,0,0,0.0,70.0,24,168,11767,0,1,550,1,0,560,2,0,0,5,0,0,1,1,1,181469.70160897123
92,179,6,1251,240,1,827,827,1938,2000,1,1938.0,6,0,0,0.0,50.0,0,0,6900,0,0,424,1,0,827,3,0,0,1,0,0,3,1,1,181469.70160897123
93,1009,8,1228,472,2,1228,1228,1988,1989,2,1988.0,5,1,767,0.0,40.0,120,168,4671,1,0,0,1,0,461,2,0,0,10,0,0,2,1,2,181469.70160897123
94,2010,5,1274,224,1,728,728,1939,1998,2,1939.0,6,0,306,0.0,50.0,0,0,6125,0,0,546,1,192,422,3,0,0,3,0,0,1,2,1,181469.70160897123
95,1991,6,1642,374,1,728,914,1927,1950,1,1927.0,9,1,196,0.0,53.0,0,0,9863,0,1,728,1,0,322,4,0,0,3,0,210,1,1,1,181469.70160897123
96,1411,5,1509,322,1,1509,1509,1956,1956,1,1956.0,6,1,870,0.0,68.0,0,158,9571,1,0,0,1,0,639,3,576,0,7,0,0,2,1,1,181469.70160897123
97,1721,8,1554,627,2,1554,1554,2006,2006,2,2006.0,6,1,24,108.0,34.0,73,156,4590,0,0,0,1,0,1530,2,0,0,5,0,0,2,1,2,181469.70160897123
98,1144,6,1677,627,2,827,827,2001,2001,2,2001.0,7,0,472,0.0,65.0,68,0,8450,1,1,850,1,0,355,3,0,0,9,0,0,2,1,2,181469.70160897123
99,593,8,1665,528,2,810,810,2001,2001,2,2001.0,6,0,643,0.0,70.0,45,0,8400,1,1,855,1,0,167,3,0,0,11,0,0,2,1,2,181469.70160897123
100,575,8,1694,642,2,1694,1694,1977,2008,2,1977.0,5,1,1252,450.0,69.54596100278552,120,501,14694,1,0,0,1,0,306,2,0,225,6,0,136,4,4,4,181469.70160897123
101,1249,6,1790,540,2,998,1790,1957,1957,2,1957.0,6,2,0,360.0,95.0,40,0,14250,0,0,0,1,0,998,3,0,0,9,0,0,1,1,1,181469.70160897123
102,1604,5,923,264,1,876,923,1984,1985,1,1984.0,5,0,658,0.0,37.0,0,362,6951,1,0,0,1,0,218,3,0,0,10,0,0,1,1,1,181469.70160897123
103,1064,10,2470,789,3,2535,2470,2003,2003,1,2003.0,7,2,2257,680.0,106.0,65,154,12720,2,1,0,1,0,278,1,216,0,2,144,0,4,1,4,181469.70160897123
104,1923,6,1244,336,1,1244,1244,1957,1957,1,1957.0,6,2,777,0.0,90.0,40,0,11988,0,1,0,1,0,467,3,0,0,5,0,0,1,1,1,181469.70160897123
105,1988,5,866,0,0,686,866,1945,1997,1,1976.7599039615845,4,0,329,0.0,40.0,42,58,3880,0,0,0,1,0,357,2,0,0,8,0,0,2,2,1,181469.70160897123
106,2325,6,1501,420,2,697,697,1993,1994,2,1993.0,6,1,518,112.0,69.54596100278552,63,190,7685,0,1,804,1,0,179,3,0,0,5,0,0,2,1,1,181469.70160897123
107,114,6,1891,678,2,1224,1287,1978,1978,3,1978.0,7,1,687,0.0,69.54596100278552,69,0,18837,0,0,604,1,0,491,3,0,0,4,0,46,1,1,1,181469.70160897123
108,2700,6,1921,576,2,1921,1921,1964,1964,2,1964.0,8,0,0,0.0,120.0,180,0,11136,0,0,0,2,0,1921,4,0,0,7,0,0,1,1,1,181469.70160897123
109,217,4,1832,0,0,1832,1832,1967,1967,2,1976.7599039615845,8,0,704,72.0,72.0,58,0,10773,2,0,0,2,0,1128,4,0,0,5,0,0,1,3,3,181469.70160897123
110,343,6,1434,528,2,1434,1434,1974,1974,2,1974.0,7,1,844,440.0,85.0,21,80,10200,1,0,0,1,0,590,4,0,0,6,0,0,1,1,1,181469.70160897123
111,386,8,1874,588,2,1058,1058,2000,2001,2,2000.0,7,1,0,0.0,69.54596100278552,134,0,7500,0,1,816,1,0,1058,3,0,0,3,0,0,2,1,2,181469.70160897123
112,2005,4,1382,384,1,0,1382,1949,2002,2,1957.0,6,1,0,0.0,76.0,40,0,11800,0,0,0,1,0,0,1,0,0,5,0,0,1,1,1,181469.70160897123
113,2908,5,1140,0,0,1140,1140,2006,2006,1,1976.7599039615845,6,0,0,0.0,90.0,56,36,17217,0,0,0,1,0,1140,3,0,0,7,0,0,1,1,1,181469.70160897123
114,1814,7,1494,514,2,1482,1494,1998,1998,2,1998.0,5,1,1443,0.0,69.54596100278552,25,402,16196,1,0,0,1,0,39,3,0,0,8,0,0,2,1,2,181469.70160897123
115,2446,10,3627,807,3,1930,1831,1995,1996,3,1995.0,10,1,1387,1378.0,118.0,76,361,35760,1,1,1796,1,0,543,4,0,0,7,0,0,2,2,2,181469.70160897123
116,208,5,1812,672,2,360,1032,1900,1996,2,1999.0,8,1,0,0.0,76.0,0,344,7630,0,0,780,2,40,360,4,0,0,5,0,0,2,2,1,181469.70160897123
117,1679,5,1302,440,2,630,630,1970,1970,2,1970.0,6,0,0,304.0,24.0,0,0,2016,0,1,672,1,0,630,3,0,0,4,0,0,1,1,1,181469.70160897123
118,822,9,1720,846,3,1720,1720,2008,2008,2,2008.0,8,1,1104,364.0,65.0,104,208,10816,1,0,0,1,0,616,3,0,0,11,0,0,4,1,4,181469.70160897123
119,6,6,1604,470,2,926,926,1998,1998,2,1998.0,7,1,602,20.0,78.0,36,360,9978,0,1,678,1,0,324,3,0,0,6,0,0,2,1,1,181469.70160897123
120,1781,10,1966,1092,3,1966,1966,2007,2007,2,2007.0,6,1,1572,754.0,98.0,52,76,12291,1,0,0,1,0,394,1,0,0,10,0,0,4,1,4,181469.70160897123
121,2397,8,1970,753,3,1085,1120,2006,2006,2,2006.0,8,1,0,788.0,86.0,74,177,11065,0,1,850,1,0,1085,3,0,0,10,0,0,4,1,2,181469.70160897123
122,2340,9,1714,517,2,1714,1714,2005,2005,2,2005.0,7,1,1191,230.0,60.0,55,156,8147,1,0,0,1,0,523,2,0,0,8,0,0,2,1,2,181469.70160897123
123,1618,6,1470,388,2,794,794,1997,1997,2,1997.0,6,0,182,0.0,69.54596100278552,75,0,13869,0,0,676,1,0,612,3,0,0,7,0,0,1,1,1,181469.70160897123
124,2843,4,2230,440,1,795,954,1912,1950,1,1997.0,10,0,0,0.0,60.0,188,0,6204,1,0,795,1,0,795,5,0,0,3,0,0,1,1,2,181469.70160897123
125,1061,9,2331,1003,3,1414,1414,2005,2005,2,2005.0,9,1,1249,368.0,102.0,63,192,12151,1,1,917,1,0,165,3,0,0,8,0,0,4,1,2,181469.70160897123
126,2786,5,864,288,1,864,864,1972,1972,1,1972.0,5,0,360,0.0,120.0,0,0,9560,0,0,0,1,0,504,3,0,0,6,0,0,1,2,1,181469.70160897123
127,1935,5,1008,240,1,1008,1008,1953,2006,1,1953.0,6,0,643,0.0,66.0,18,0,8923,1,0,0,1,0,365,2,0,0,5,0,0,2,1,1,181469.70160897123
128,1341,5,1216,355,1,565,565,1920,1997,1,1920.0,6,1,68,0.0,60.0,0,0,5520,1,0,651,1,180,497,3,0,0,4,0,0,1,2,1,181469.70160897123
129,521,9,1530,984,3,1530,1530,2007,2008,2,2008.0,7,1,0,120.0,112.0,136,212,12606,0,0,0,1,0,1530,3,0,0,5,0,0,2,1,2,181469.70160897123
130,2136,5,1025,370,2,1015,1025,1976,1976,2,1979.0,6,1,502,113.0,59.0,0,127,8660,0,0,0,1,0,513,3,0,0,7,0,0,1,2,1,181469.70160897123
131,996,6,1638,472,2,943,943,1998,1998,2,1998.0,7,2,828,0.0,59.0,38,100,9042,1,1,695,1,0,115,3,0,0,7,0,0,1,1,1,181469.70160897123
132,227,5,1440,480,2,720,720,1968,1968,1,1968.0,7,2,267,0.0,86.0,38,192,11227,0,1,720,1,0,0,4,0,0,3,0,453,1,2,1,181469.70160897123
133,135,6,1128,315,1,1080,1128,1966,2008,1,1966.0,5,1,944,216.0,75.0,0,238,11380,1,0,0,1,0,136,2,0,0,1,0,0,2,1,1,181469.70160897123
134,1167,6,1549,440,2,744,757,1999,1999,2,1999.0,6,0,550,216.0,24.0,32,0,2280,1,1,792,1,0,194,3,0,0,4,0,0,1,1,1,181469.70160897123
135,294,7,2133,312,1,1528,1225,1941,1985,1,1941.0,8,2,426,371.0,78.0,0,0,10452,1,1,908,1,86,850,4,0,0,7,0,252,1,2,2,181469.70160897123
136,1776,7,1369,605,2,1369,1369,2007,2007,2,2007.0,5,0,0,0.0,75.0,203,0,9910,0,0,0,1,0,1369,3,0,0,9,0,0,2,1,2,181469.70160897123
137,540,7,1114,576,2,1114,1114,2004,2005,1,2005.0,6,0,0,0.0,63.0,102,248,13072,0,1,0,1,0,1114,3,0,0,5,0,0,2,1,2,181469.70160897123
138,1717,6,1302,631,2,1302,1302,2005,2006,1,2005.0,5,1,866,182.0,34.0,50,110,3901,1,1,0,1,0,436,1,0,0,8,0,0,2,1,2,181469.70160897123
139,2303,5,816,264,1,816,816,1983,1983,1,1983.0,4,0,596,0.0,65.0,0,330,11625,1,0,0,1,0,220,2,0,0,5,0,0,1,1,1,181469.70160897123
140,116,6,1381,676,2,1161,1381,1972,2006,1,1972.0,5,1,982,0.0,78.0,0,0,9360,1,1,0,1,0,179,3,0,0,3,0,0,2,1,1,181469.70160897123
141,127,5,1078,240,1,1078,1078,1950,1996,1,1950.0,5,0,49,0.0,68.0,0,366,9717,1,0,0,1,112,0,2,0,0,4,0,1029,2,1,1,181469.70160897123
142,1371,6,1469,216,1,756,756,1906,1995,1,1906.0,7,0,0,0.0,60.0,0,57,10320,0,0,713,1,239,756,3,0,0,6,0,0,1,1,1,181469.70160897123
143,1014,6,1474,495,2,1632,1474,1952,1952,1,1952.0,7,2,0,0.0,69.54596100278552,0,0,31220,0,0,0,1,144,1632,3,0,0,5,0,0,1,1,1,181469.70160897123
144,1507,5,1137,0,0,0,929,1947,1993,1,1976.7599039615845,8,0,0,0.0,57.0,0,0,8050,0,1,208,1,0,0,4,0,0,4,0,0,1,2,1,181469.70160897123
